Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
"Social, Events, and Hobbies",Events – Farmer’s Faire,,F,Egg Scramble: Collect Spotted Eggs,-,,Collect and use 5 spotted eggs,,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,F,Egg Scramble: Collect Striped Eggs,-,,Collect and use 5 striped eggs,,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,F,Egg Scramble: Collect Golden Eggs,-,,Collect and use the golden egg,,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,F,Fine Faire Fishing,-,,Complete fishing quests during Farmer's Faire,,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,M,Full of Farmer's Faire,-,,Complete 5 deeds during Farmer's Faire,Farmer-friend,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,M,A Helping Hand,5,,Complete all Restocking the Market quests,Helping Hand,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,F,Maggots's Mushroom Victories – Tier 1,-,,Complete Maggot's Mushroom Hunt 5x,Novice Mushroom-hunter,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,F,Maggots's Mushroom Victories – Tier 2,-,,Complete Maggot's Mushroom Hunt 20x,Mushroom-muncher,,
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,Restocking the Market,,,Chetwood – Will Hindmarsh,,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Apple Stall,,,Bree-land Festival Grounds – Robert Greenverge,,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Mushroom Tent,,,Celondim – Gaellien,,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Honey,,,Falathorn – Lalfor,,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Bacon,,,"Thorin's Hall, Hall of Merchants – Lafi",,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Cabbages,,,"Thorin's Hall, Inn – Ambi",,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Pipeweed,,,Bywater Pool – Neddie Grubb,,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Eggs,,,The Party Tree – Foxglove Tunnelly,,Solo,-
"Social, Events, and Hobbies",Events – Farmer’s Faire,,Q,-> Restocking the Wine,,,The Party Tree – Foxglove Tunnelly,,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,M,The Haunted Burrow,-,,Complete 7 quests in the Haunted Burrow,Burrower,,
"Social, Events, and Hobbies",Events – Harvest,,C,Consume Consumables: Speciman Jars: Gross Bugs,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Harvest,,C,Consume Consumables: Applications of 'Coveritol',-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Harvest,,C,Consume Consumables: Black Silk Gloves,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Harvest,,C,Consume Consumables: Buckets of Fear,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Harvest,,C,Consume Consumables: Candles and Mirrors,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Harvest,,C,Consume Consumables: Potent Bird-seed,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Harvest,,C,Consume Consumables: Spider-legs,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Harvest,,Q,A Riddle in a Bottle,,,The Party Tree – Aldagrim Goodbody,,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,Q,A Race Through the Haunted Burrow,,,"The Party Tree – Poppy Cotton, quest 2 of chain",,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,Q,Rattling in the Haunted Burrow,,,The Party Tree – Polo Puddifoot,,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,Q,Roaring Maw in the Haunted Burrow,,,The Party Tree – Polo Puddifoot,,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,Q,The Great Hobbit Rescue,,,The Party Tree – May Gamgee,,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,Q,Valuables Gone Astray,,,The Party Tree – Holfast Burrows,,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,Q,Wailing in the Haunted Burrow,,,The Party Tree – Polo Puddifoot,,Solo,-
"Social, Events, and Hobbies",Events – Harvest,,Q,On a Horse Painted Pale,,,Aged Deed – Item from Poorly Hidden Chest,,Solo,-
"Social, Events, and Hobbies",Events – Yuletide,,M,A Cool Reception,-,,Complete 5 snowman building quests,Gatherer of Cool Company,,
"Social, Events, and Hobbies",Events – Yuletide,,F,A Monstrous Feast,-,,Complete quest The Biggest Stomach of Them All 8x,Feast-beast,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Extra [Hidden],5,,Perform successfully as the Partygoer 2x,Extra,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Frostbluff Flower-petals – Tier 1,5,,Use Flower-petals 5x,,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Frostbluff Flower-petals – Tier 2,5,,Use Flower-petals 10x,Petal-pusher,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Frostbluff Flower-petals – Tier 3,5,,Use Flower-petals 25x,,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Frostbluff Rotten-fruit – Tier 1,5,,Use Rotten-fruit 5x,,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Frostbluff Rotten-fruit – Tier 2,5,,Use Rotten-fruit 10x,Fruit-hucker,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Frostbluff Rotten-fruit – Tier 3,5,,Use Rotten-fruit 25x,,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Laughing-stock [Hidden],5,,Use incorrect emote 2x in a row while performing,Laughing-stock,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Protagonist [Hidden],5,,Perform successfully as Bilbo Baggins 2x,Protagonist,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Raining Snowballs,-,,"Complete snowball fight, 8x easy – 3x hard",Snow-beast,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Star of the Show [Hidden],5,,Use correct emote 3x in a row while performing,Star of the Show,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Such Generosity! [Hidden],-,,Complete quest A Charitable Spirit 10x,the Openhanded,,
"Social, Events, and Hobbies",Events – Yuletide,,F,The More the Merrier – Tier 1,-,,Complete 20 quests in Winter-home,,,
"Social, Events, and Hobbies",Events – Yuletide,,F,The More the Merrier – Tier 2,-,,Complete 60 quests in Winter-home,,,
"Social, Events, and Hobbies",Events – Yuletide,,F,The More the Merrier – Tier 3,-,,Complete 120 quests in Winter-home,,,
"Social, Events, and Hobbies",Events – Yuletide,,M,The Bard [Hidden],5,,Complete 7 deeds during Yuletide festival,the Bard,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Thespian [Hidden],5,,"Perform successfully as Partygoer, Protagonist, and Villain",Thespian,,
"Social, Events, and Hobbies",Events – Yuletide,,F,Villain [Hidden],5,,Perform successfully as Gandalf 2x,Villain,,
"Social, Events, and Hobbies",Events – Yuletide,,C,Consume Consumables: Piles of Fluffy Snow,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Yuletide,,C,Consume Consumables: Grim Crystals,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Yuletide,,C,Consume Consumables: Perfect Snowballs,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Yuletide,,C,Consume Consumables: Snow-jars,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Yuletide,,C,Consume Consumables: Frosty Beverage,-,,Gain festival skill – use item 300x,,,
"Social, Events, and Hobbies",Events – Yuletide,,Q,A Final Act: Support the Poor,,,Winter-home – Mara Sandydowns – 1/year,the Blameless,Solo,-
"Social, Events, and Hobbies",Events – Yuletide,,Q,A Final Act: Assist the Rich,,,Winter-home – Mara Sandydowns – 1/year,Miser,Solo,-
"Social, Events, and Hobbies",Events – Yuletide,,Q,Filling the Field: A Broken Snowman?,,,Winter-home – Virgil Greenfield,,Solo,-
"Social, Events, and Hobbies",Events – Yuletide,,Q,Filling the Field: A Cap-wearing Snowman,,,Winter-home – Virgil Greenfield,,Solo,-
"Social, Events, and Hobbies",Events – Yuletide,,Q,Filling the Field: A Classy Snowman,,,Winter-home – Virgil Greenfield,,Solo,-
"Social, Events, and Hobbies",Events – Yuletide,,Q,Filling the Field: A Mitten-wearing Snowman,,,Winter-home – Virgil Greenfield,,Solo,-
"Social, Events, and Hobbies",Events – Yuletide,,Q,Filling the Field: A Scarf-wearing Snowman,,,Winter-home – Virgil Greenfield,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,F,Flying Feathers Champion,-,,Complete any 1 of 4 Flying Feathers team quests,Flying Feathers Champion,,
"Social, Events, and Hobbies",Events – Hobnanigans,,F,Chicken Chaser,-,,Complete any 1 of 4 Steel Beaks team quests,Chicken Chaser,,
"Social, Events, and Hobbies",Events – Hobnanigans,,F,Hobnanigans Rookie,-,,Complete any Chicken Chasing League quests,Hobnanigans Rookie,,
"Social, Events, and Hobbies",Events – Hobnanigans,,F,Hobnanigans Minor Leaguer,-,,Earn through competing in Hobnangans,Hobnanigans Minor Leaguer,,
"Social, Events, and Hobbies",Events – Hobnanigans,,F,Hobnanigans Major Leaguer,-,,Earn through competing in Hobnangans,Hobnanigans Major Leaguer,,
"Social, Events, and Hobbies",Events – Hobnanigans,,F,Hobnanigans All-star,-,,Earn through competing in Hobnangans,Hobnanigans All-star,,
"Social, Events, and Hobbies",Events – Hobnanigans,,F,Hobnanigans Hall of Famer,-,,Earn through competing in Hobnangans,Hobnanigans Hall of Famer,,
"Social, Events, and Hobbies",Events – Hobnanigans,,M,Chicken Chasing League of Eriador,-,,Complete 5 reputation titles,Chicken Chasing League of Eriador,,
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Flying Feathers – field 1,,,Bree-land Horsefields – Haggo Boffin,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Flying Feathers – field 2,,,Bree-land Horsefields – Gorbulus Millstone,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Flying Feathers – field 3,,,Bree-land Horsefields – Olo Knotwise,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Flying Feathers – field 4,,,Bree-land Horsefields – Dimple Grubb,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Steel Beaks – field 1,,,Bree-land Horsefields – Carnelian Bracegirdle,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Steel Beaks – field 2,,,Bree-land Horsefields – May Tighfield,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Steel Beaks – field 3,,,Bree-land Horsefields – Belba Hardbottle,,Solo,-
"Social, Events, and Hobbies",Events – Hobnanigans,,Q,A Game of Hobnanigns – Steel Beaks – field 4,,,Bree-land Horsefields – Melilot Toadfoot,,Solo,-
"Social, Events, and Hobbies",Events – Treasure Hunt,,F,Cave-claw Wrangler,-,,Hug 6 cave-claws using a Domesticated Cave-claw,Cave-claw wrangler,,
"Social, Events, and Hobbies",Events – All,,F,Ale Association Delivery,-,,Complete the Ale Association Delivery quests,No-gooder,,
"Social, Events, and Hobbies",Events – All,,F,Ale Association Initiation,-,,Complete the Ale Association Challenge quests,Ale Association Member,,
"Social, Events, and Hobbies",Events – All,,F,Ale Association Acquaintance,-,,Reach acquaintance standing,the Sinister,,
"Social, Events, and Hobbies",Events – All,,F,Ale Association Friend,-,,Reach friend standing,Abuser of Amusement,,
"Social, Events, and Hobbies",Events – All,,F,Ale Association Ally,-,,Reach ally standing,the Great Saboteur,,
"Social, Events, and Hobbies",Events – All,,F,Kindred of Malevolence,-,,Reach kindred standing,Creep,,
"Social, Events, and Hobbies",Events – All,,F,Inn League Delivery,-,,Complete the Inn League Delivery quests,Do-gooder,,
"Social, Events, and Hobbies",Events – All,,F,Inn League Challenge,-,,Sample 23 spirited drinks in Eriador,Inn League Sage of Spirits,,
"Social, Events, and Hobbies",Events – All,,F,Inn League Member,-,,Complete the Inn League Trial quests,Inn League Member,,
"Social, Events, and Hobbies",Events – All,,F,Inn League Notable,-,,Complete the Inn League Delivery quests,Inn League Notable,,
"Social, Events, and Hobbies",Events – All,,F,Senior Inn League Member,-,,Complete any 5 Inn League Delivery quests,Senior Inn League Member,,
"Social, Events, and Hobbies",Events – All,,F,The Pie-eating Contest,-,,Win pie-eating contest at Bree-lands Festival Grounds,Pie-eating Champion,,
"Social, Events, and Hobbies",Events – All,,F,Cartographile of Eriador,10,,Obtain 21 maps of Eriador,Eriador Cartographile,,
"Social, Events, and Hobbies",Events – All,,Q,A Convoluted Wine,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Drink of the Best Character,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Never Further from Home,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,One Drink Too Few,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Different Reminder of Rivendell,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Bit of White,,,Any Ale Association Tavern Keep,,Solo,-
