Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
The Strength of Sauron,Book 4 – Siege of the White City,,Q,-> Reserves of courage,,,Soldiers' Tier - Echadon,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,-> A long siege,,,Dome of the Sun - Arodor,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,Chapter 8: What the Steward saw,,,The Citadel - Ormatar,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,Chapter 9: The city besieged,,,Soldiers' Tier - Mithrandir,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,-> The withered tree,,,Dome of the Sun - Lamlor,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,-> Mad with terror,,,Craftsmen's Tier - Ingold,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,-> Fires in the city,,,Masters' Tier - Ranthon,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,Chapter 10: The defence of Minas Tiritih - Epic Battles,,,Soldier's Tier - Imrahil - Class Trait Point,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,Chapter 11: Hammer of the underworld - Epic Battles,,,Soldier's Tier - Mithrandir - Class Trait Point,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,Chapter 12: The darkest hour,,,Soldier's Tier - Mithrandir,,100,Solo
The Strength of Sauron,Book 4 – Siege of the White City,,Q,Chapter 13: Time yet remains,,,The Citadel - Peregrin Took,,100,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 1: The spread of rumour,,,The Citadel - Mithrandir,,101,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 2: Ride swift and sure,,,City Stables - Lobordil,,101,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 3: Older than the hills,,,Taur Druadan - Khor-buri-Ghan,,102,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 4: The hated Orcs,,,Dru-bhuta - Khor-buri-Ghan,,102,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 5: The long road to battle,,,Dru-bhuta - Khor-buri-Ghan,,103,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 6: What it means to fight,,,War-stead of the Eorlingas - Ingbert,,103,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 7: Through the Stonewain Vale,,,War-stead of the Eorlingas - Meriadoc Brandybuck,,103,Solo
The Strength of Sauron,Book 5 – The Ride of the Rohirrim,,Q,Chapter 8: The ride of the Rohirrim,,,Taur Druadan - Eomer,,104,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 1: Bonded by battle,,,Field of Onslaught - Theoden,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 2: Death comes for all,,,Field of Onslaught - Theoden,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 3: The grip of despair,,,King's End - Gleowine,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 4: The foe resurgent,,,King's End - Ingbert,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 5: The black ships,,,Rider's Stand - Eomer,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 6: The battle rages,,,Rider's Stand - Eomer,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 7: A final vengeance,,,Ruin of Pel Duven - Corunir,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 8: On a field of red,,,Ruin of Pel Duven - Corunir,,105,Solo
The Strength of Sauron,Book 6 – The Battle of Pelennor Fields,,Q,Chapter 9: The city stands,,,Threshold of the City - Aragorn,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 1: Beginning to heal,,,Threshold of the City - Aragorn,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 2: The council of the captains,,,Aragorn's Pavilion - Aragorn,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 3: The great jest,,,Aragorn's Pavilion - Aragorn,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 4: A loud departure,,,Aragorn's Pavilion - Mithrandir,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 5: The garden of Gondor,,,Osgiliath - Mithrandir,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 6: The window on the West,,,Henneth Annun - Golasdin,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 7: The ambush,,,Henneth Annun - Aragorn,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 8: Resolve,,,Henneth Annun - Aragorn,,105,Solo
The Strength of Sauron,Book 7 – The Trap,,Q,Chapter 9: By secret steps,,,Camp of the Host - Aragorn,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,Chapter 1: No other way,,,Camp of the Host - Aragorn,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,-> Interlude: No other way,,,Camp of the Host - Mithrandir,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,Chapter 2: Last chances,,,Camp of the Host - Aragorn,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,Chapter 3: A waiting silence,,,Camp of the Host - Aragorn,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,Chapter 4: The Black Gate,,,Slag-hills Plain - Aragorn,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,Chapter 5: Surrounded,,,Battle of the Marannon - Aragorn,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,Chapter 6: The drowning tide,,,Battle of the Marannon - Prince Imrahil,,105,Solo
The Strength of Sauron,Book 8 – The Black Gate,,Q,Chapter 7: Mordor triumphant,,,Battle of the Marannon - Aragorn - Class Trait Point,,105,Solo
The Strength of Sauron,Book 9 – The Ring of Power,,Q,Chapter 1: Sauron's Hour,,,The Slag Hills - Aragorn,,105,Solo
The Strength of Sauron,Book 9 – The Ring of Power,,Q,Chapter 2: The Eagles are Coming,,,Battle of the Marannon - Mithrandir,,105,Solo
The Strength of Sauron,Book 9 – The Ring of Power,,Q,Chapter 3: On the Field of Victory,,,Cormallen - Mithrandir,,105,Solo
The Strength of Sauron,Book 9 – The Ring of Power,,Q,Chapter 4: Frodo Baggins and the Ring of Power,,,Cormallen - Mithrandir,,105,Solo
The Strength of Sauron,Book 9 – The Ring of Power,,Q,-> Interlude: The Precious at Last,,,Frodo's Bower - Frodo,,105,Solo
The Strength of Sauron,Book 9 – The Ring of Power,,Q,Chapter 5: The Next Adventure,,,Frodo's Bower - Frodo - Class Trait Point,,105,Solo
