Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Gondor,Western Gondor,Dol Amroth,S,Orc-slayer of West Gondor,5,-,Defeat Orcs in West Gondor (80),,,
Gondor,Western Gondor,Dol Amroth,S,Orc-slayer of West Gondor (advanced),5,Honour,Defeat Orcs in West Gondor (160),Orc-slayer of West Gondor,,
Gondor,Western Gondor,Dol Amroth,Q,Warband: Old Brog,,,Auto-betowed – Blackroot Vale,,97,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warband: Hemokh,,,Auto-betowed – Blackroot Vale,,96,Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warband: Old Snapper,,,Auto-betowed – Lamedon,,98,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warband: The Great Bull,,,Auto-betowed – Lamedon,,98,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warband: Coruwen the Cunning,,,Auto-betowed – Lamedon,,98,Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warband: Skulkmire,,,Auto-betowed – Haven of Belfalas,,98,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warband: Adirjan the Brute,,,Auto-betowed – Haven of Belfalas,,99,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Corsair Craftsmen,,,Dol Amroth - Glireth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Floating Kindling,,,Dol Amroth - Glireth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Hunting the Hunters,,,Dol Amroth - Glireth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - The Corsair Group,,,Dol Amroth - Glireth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Weapons of the Guard,,,Training Instance: Retaking Dol Amroth - Bainnas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Guarding the Ocean,,,Training Instance: Retaking Dol Amroth - Bainnas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Tending the Wounded,,,Training Instance: Retaking Dol Amroth - Bainnas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Checking for Intruders,,,Training Instance: Retaking Dol Amroth - Bainnas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Arms and Armors,,,Training Instance: Retaking Dol Amroth - Bainnas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Armory - Punishing the Purloiners,,,Training Instance: Retaking Dol Amroth - Bainnas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Bank - A Dangerous Thirst,,,Dol Amroth - Elaglar,,100,Fellow
Gondor,Western Gondor,Dol Amroth,Q,Bank - Carried Downriver,,,Dol Amroth - Elaglar,,100,Fellow
Gondor,Western Gondor,Dol Amroth,Q,Bank - Servants of the Heirs,,,Dol Amroth - Elaglar,,100,Fellow
Gondor,Western Gondor,Dol Amroth,Q,Bank - Waters of the Blackroot,,,Dol Amroth - Elaglar,,100,Fellow
Gondor,Western Gondor,Dol Amroth,Q,Bank - Looking for Interlopers,,,Training Instance: Retaking Dol Amroth - Thandon,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Bank - Securing the Savings,,,Training Instance: Retaking Dol Amroth - Thandon,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Bank - Closing the Port,,,Training Instance: Retaking Dol Amroth - Thandon,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Bank - Clearing the Path,,,Training Instance: Retaking Dol Amroth - Thandon,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Bank - Pilfer and Plunder,,,Training Instance: Retaking Dol Amroth - Thandon,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Bank - Up in Smoke,,,Training Instance: Retaking Dol Amroth - Thandon,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - Baiting the Hook,,,Dol Amroth - Torchuil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - The Bait Ball,,,Dol Amroth - Torchuil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - The Salmon Run,,,Dol Amroth - Torchuil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - Turtles in the Depths,,,Dol Amroth - Torchuil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - Shelter in Place,,,Training Instance: Retaking Dol Amroth - Nurin,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - Supplies from the Sea,,,Training Instance: Retaking Dol Amroth - Nurin,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - Sinking the Fleet,,,Training Instance: Retaking Dol Amroth - Nurin,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - Sealing the City,,,Training Instance: Retaking Dol Amroth - Nurin,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - Down with his Ship,,,Training Instance: Retaking Dol Amroth - Nurin,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Docks - The Fleet of Gondor,,,Training Instance: Retaking Dol Amroth - Nurin,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Caught and Caged,,,Dol Amroth - Dimlas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Planting Anew,,,Dol Amroth - Dimlas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Snares,,,Dol Amroth - Dimlas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Raven's Rookery,,,Dol Amroth - Dimlas,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - There's Always One,,,Training Instance: Retaking Dol Amroth - Lathron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Climbing a Cliff,,,Training Instance: Retaking Dol Amroth - Lathron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Garden of Lumber,,,Training Instance: Retaking Dol Amroth - Lathron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - The Heart of Dol Amroth,,,Training Instance: Retaking Dol Amroth - Lathron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Foul Waters,,,Training Instance: Retaking Dol Amroth - Lathron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Great Hall - Stripping it Bare,,,Training Instance: Retaking Dol Amroth - Lathron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Captains of the Crew,,,Dol Amroth - Tolrian,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - A Place to Lie at Night,,,Dol Amroth - Tolrian,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Slavers of Men,,,Dol Amroth - Tolrian,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Trapping the Beach,,,Dol Amroth - Tolrian,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Ashes of Knowledge,,,Training Instance: Retaking Dol Amroth - Meren,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Guardians of Dol Amroth,,,Training Instance: Retaking Dol Amroth - Meren,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Shattered Glass,,,Training Instance: Retaking Dol Amroth - Meren,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Securing the Past,,,Training Instance: Retaking Dol Amroth - Meren,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Freedom's Thief,,,Training Instance: Retaking Dol Amroth - Meren,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Library - Saving the Scholars,,,Training Instance: Retaking Dol Amroth - Meren,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Forgotten Ore,,,Dol Amroth - Gelloth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Corsair Surveyors,,,Dol Amroth - Gelloth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Claws of the Deep,,,Dol Amroth - Gelloth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Twists and Turns,,,Dol Amroth - Gelloth,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Shattered Crystals,,,Dol Amroth - Lhossil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Mining with Oars,,,Dol Amroth - Lhossil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Shaky Scaffolds,,,Dol Amroth - Lhossil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Captain Without a Ship,,,Dol Amroth - Lhossil,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Tools of the Trade,,,Training Instance: Retaking Dol Amroth - Dorlan,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Stealing a Soul,,,Training Instance: Retaking Dol Amroth - Dorlan,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Flooded with Arrows,,,Training Instance: Retaking Dol Amroth - Dorlan,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - The Materials of War,,,Training Instance: Retaking Dol Amroth - Dorlan,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Locked Up,,,Training Instance: Retaking Dol Amroth - Dorlan,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Mason - Crafting Commandeered,,,Training Instance: Retaking Dol Amroth - Dorlan,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Lenn Duskad,,,Dol Amroth - Golusel,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - The Shadow-watch,,,Dol Amroth - Golusel,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Fallen but not Forgotten,,,Dol Amroth - Golusel,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - The Ruthless Dead,,,Dol Amroth - Golusel,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - A Message of Courage,,,Dol Amorth - Avordur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - The Ruthless Dead,,,Dol Amorth - Avordur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - The Fallen,,,Dol Amorth - Avordur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Bloom of Decay,,,Dol Amorth - Avordur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Dividing the Bridge,,,Training Instance: Retaking Dol Amroth - Cloron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Death From Above,,,Training Instance: Retaking Dol Amroth - Cloron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Sweeping the Stragglers,,,Training Instance: Retaking Dol Amroth - Cloron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Wounded in Action,,,Training Instance: Retaking Dol Amroth - Cloron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Looting the Swan,,,Training Instance: Retaking Dol Amroth - Cloron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Swan Knights - Rescuing the Knight,,,Training Instance: Retaking Dol Amroth - Cloron,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Feasts of Drakes,,,Dol Amroth - Rodwen,,100,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Corsairs,,,Dol Amroth - Rodwen,,100,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Smoke Signals,,,Dol Amroth - Rodwen,,100,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - A Hunter's Prowess,,,Dol Amroth - Rodwen,,100,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Stores for Winter,,,Training Instance: Retaking Dol Amroth - Gladiur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Slave to the Sea,,,Training Instance: Retaking Dol Amroth - Gladiur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Fire and Water,,,Training Instance: Retaking Dol Amroth - Gladiur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Securing the Way,,,Training Instance: Retaking Dol Amroth - Gladiur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Fanning the Flames,,,Training Instance: Retaking Dol Amroth - Gladiur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,Warehouse - Very Hungry Rats,,,Training Instance: Retaking Dol Amroth - Gladiur,,100,Solo
Gondor,Western Gondor,Dol Amroth,Q,First of the Heirs,,,Tarlang's Crown – Harnion,,100,Fellow
Gondor,Western Gondor,Dol Amroth,Q,"Roving Threat: Haldalona, the Vile Darkwater",,,Dol Amroth - Aelnir,,100,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,"Roving Threat: Amorchant, the Winged Death",,,Dol Amroth - Aelnir,,100,Fellow
Gondor,Western Gondor,Dol Amroth,Q,"Roving Threat: Skorkaz, the Callous Dead",,,Dol Amroth - Aelnir,,100,Small Fellow
Gondor,Western Gondor,Dol Amroth,Q,"Roving Threat: Mota, the Umbarrim Scourge",,,Dol Amroth - Aelnir,,100,Fellow
Gondor,Western Gondor,Dol Amroth,Q,"Roving Threat: Gundlag, the Death Troll",,,Dol Amroth - Aelnir,,100,Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,M,Deeds of Central Gondor,-,-,Complete 3 meta deeds in Central Gondor,,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,M,Quests of Central Gondor,-,-,Complete 5 quest deeds in Central Gondor,,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,M,Explorer of Central Gondor,-,-,Complete 5 explorer deeds in Central Gondor,,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,M,Slayer of Central Gondor,-,-,Complete 5 slayer deeds in Central Gondor,,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,E,Central Gondor: Camps of the Enemies,5,Loyalty,Find 6 enemy camps in Central Gondor,Scout of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,E,Central Gondor: Under Seige,5,Confidence,Find 4 points of interest in Central Gondor,Protector of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,E,Path of the Grey Host,5,Innocence,Find 6 areas on the path of the Grey Host,Follower of the Grey Host,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,E,Legacy of Pelargir,5,Charity,Find 8 points of interest of Pelargir,Explorer of Pelargir,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,E,Treasure of Central Gondor,10,Determination,Find 20 lost treasures throughout Central Gondor,Treasure Seeker of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,L,Quest of Dor-en-Ernil,5,Honesty,Complete quests within Dor-en-Ernil (23),Hero of Dor-en-Ernil,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,L,Quests of Lebennin,5,Zeal,Complete quests within Lebennin (23),Hero of Lebennin,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,L,Quests of Ringlo Vale,5,Empathy,Complete quests within Ringlo Vale (18),Hero of Ringlo Vale,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,L,Vanguard of Central Gondor,10,Fidelity,Complete 3 epilogue quests,Vanguard of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,L,Central Gondor's Roaming Enemies,5,Patience,Complete 7 Warband quests,Roaming Protector of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,L,Central Gondor's Roving Enemies,5,Honour,Complete 9 Roving Threat quests,Roving Defender of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Beast-slayer of Central Gondor,5,-,Defeat Beasts in Central Gondor (100),,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Beast-slayer of Central Gondor (advanced),5,Compassion,Defeat Beasts in Central Gondor (200),Beast-slayer of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Corsair-slayer of Central Gondor,5,-,Defeat Corsairs in Central Gondor (100),,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Corsair-slayer of Central Gondor (advanced),5,Justice,Defeat Corsairs in Central Gondor (200),Corsair-slayer of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Half-troll Slayer of Central Gondor,5,-,Defeat Half-trolls in Central Gondor (50),,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Half-troll Slayer of Central Gondor (advanced),5,Discipline,Defeat Half-trolls in Central Gondor (100),Half-troll Slayer of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Haradrim-slayer of Central Gondor,5,-,Defeat Haradrim in Central Gondor (100),,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Haradrim-slayer of Central Gondor (advanced),5,Valour,Defeat Haradrim in Central Gondor (200),Haradrim-slayer of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Orc-slayer of Central Gondor,5,-,Defeat Orcs in Central Gondor (100),,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,S,Orc-slayer of Central Gondor (advanced),5,Honour,Defeat Orcs in Central Gondor (200),Orc-slayer of Central Gondor,,
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,A Ruthless End,,,Nimrond - Arvaethor - Class Trait Point,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Blood for Blood,,,Linhir - Erchar - Class Trait Point,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Sons of the Ursurper,,,Linhir - Erchar - Class Trait Point,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Faltharan's Confrontation,,,Pelargir - Thandor - Class Trait Point,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Warband: Skorneval,,,Auto-bestowed – Ringlo Vale,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Warband: Hamarsun,,,Auto-bestowed – Dor-en-Ernil,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Warband: Shatupash,,,Auto-bestowed – Dor-en-Ernil,,100,Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Warband: Hokhir,,,Auto-bestowed – Dor-en-Ernil,,100,Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Warband: Vilosh,,,Auto-bestowed – Lebennin,,100,Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Warband: Shataz,,,Auto-bestowed – Lebennin,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Warband: Darik,,,Auto-bestowed – Lebennin,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Epilogue: Restless Souls,,,Ethring - Arvaethor - requires kindred Ringlo Vale,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Epilogue: The Waters of the Gilrain,,,Linhir - Erchar - requires kindred Dor-en-Ernil,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,Epilogue: Sailing Into the Dawn,,,Ost Anglebed - Nimithil - requires kindred Lebennin,,100,Solo
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Scythe-jaw, the Dread Spider",,,Ethring – Candur – after A Ruthless End,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Gundash, the White Mountain Menace",,,Ethring – Laerind – after A Ruthless End,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Du-kalon, the Pitiless Dead",,,Ethring – Arvaethor – after A Ruthless End,,100,Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Ripper, Bane of the Prince's Lands",,,Linhir – Herion – after Blood for Blood,,100,Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Anburz, Wielder of Men",,,Linhir - Erchar – after Blood for Blood,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Keterang, Master of Spirits",,,Linhir - Erchar – after Blood for Blood,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Render, Shadow of the White Mountains",,,Ost Anglebed – Milonnen – after Sons of the Ursurper,,100,Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Luruyak, Terror of Harad",,,Ost Anglebed - Nimithil – after Sons of the Ursurper,,100,Small Fellow
Gondor,Central Gondor,Men of Riglo Vale / Dor-en-Ernil / Lebennin / Pelargir,Q,"Roving Threat: Abrakhor, Chosen of the Scourge",,,Ost Anglebed - Milonnen – after Sons of the Ursurper,,100,Fellow
Gondor,Eastern Gondor,Rangers of Ithilien,M,Deeds of Eastern Gondor,-,-,Complete 3 meta deeds in Eastern Gondor,,,
Gondor,Eastern Gondor,Rangers of Ithilien,M,Quests of Eastern Gondor,-,-,Complete 5 quest deeds in Eastern Gondor,,,
Gondor,Eastern Gondor,Rangers of Ithilien,M,Explorer of Eastern Gondor,-,-,Complete 6 explorer deeds in Eastern Gondor,,,
Gondor,Eastern Gondor,Rangers of Ithilien,M,Slayer of Eastern Gondor,-,-,Complete 6 slayer deeds in Eastern Gondor,,,
