Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Mordor,Lhingris,Conquest of Gorgoroth,M,Explorer of Lhingris,10,-,Complete 5 explorer deeds in Lhingris,,,
Mordor,Lhingris,Conquest of Gorgoroth,M,Slayer of Lhingris,10,-,Complete 4 slayer deeds in Lhingris,,,
Mordor,Lhingris,Conquest of Gorgoroth,E,Strongholds of the Ephel Duath,-,-,Find 6 strongholds within Lhingris,Ever on the Precipice,,
Mordor,Lhingris,Conquest of Gorgoroth,E,The Tower of Cirith Ungol,-,-,Explore the heights and depths of Cirith Ungol within Lhingris,the Silent Watcher,,
Mordor,Lhingris,Conquest of Gorgoroth,E,Spider-haunts and Web-rifts,-,-,Find 7 dark passes and caverns within Lhingris,Wanderer of the Web-rifts,,
Mordor,Lhingris,Conquest of Gorgoroth,E,Treasure of Lhingris,-,-,Find 12 Ancient Treasure within Lhingris,Treasure Seeker of Lhingris,,
Mordor,Lhingris,Conquest of Gorgoroth,E,Rare Gorgoroth Chests of Lhingris,-,-,Find 5 Rare Gorgoroth Chests within Lhingris,,,
Mordor,Lhingris,Conquest of Gorgoroth,L,Quests of Lhingris,5,-,Complete quests within Lhingris (47),Mountaineer of the Ephel Duath,,
Mordor,Lhingris,Conquest of Gorgoroth,L,Lhingris: Continued Efforts,-,-,Complete 10 daily quests within Lhingris,,,
Mordor,Lhingris,Conquest of Gorgoroth,L,Foothold in Lhingris,-,-,Complete 20 daily quests within Lhingris,,,
Mordor,Lhingris,Conquest of Gorgoroth,L,Foothold in Lhingris (intermediate),5,-,Complete 40 daily quests within Lhingris,,,
Mordor,Lhingris,Conquest of Gorgoroth,L,Foothold in Lhingris (advanced),5,-,Complete 90 daily quests within Lhingris,,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Bane of Shelob's Broods,10,-,Defeat lesser broods of Shelob (1000),Bane of Shelob's Broods,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Gredbyg-slayer of Lhingris,-,-,Defeat Gredbyg within Lhingris (100),,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Gredbyg-slayer of Lhingris (advanced),5,-,Defeat Gredbyg within Lhingris (200),,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Spider-slayer of Lihingris,-,-,Defeat Spiders within Lhingris (120),,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Spider-slayer of Lhingris (advanced),5,-,Defeat Spiders within Lhingris (240),,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Uruk-hai and Orc-slayer of Lhingris,-,-,Defeat Orc or Uruk-hai within Lhingris (100),,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Uruk-hai and Orc-slayer of Lhingris (advanced),5,-,Defeat Orc or Uruk-hai within Lhingris (200),,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Zhavar-hai Slayer of Lhingris,-,-,Defeat Zhavar-hai within Lhingris (60),,,
Mordor,Lhingris,Conquest of Gorgoroth,S,Zhavar-hai Slayer of Lhingris (advanced),5,-,Defeat Zhavar-hai within Lhingris (120),,,
Mordor,Talath Urui,Conquest of Gorgoroth,M,Deeds of Talath Urui,15,-,Complete 2 meta deeds and 1 deed within Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,M,Explorer of Talath Urui,10,Fortitude,Complete 5 explorer deeds in Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,M,Slayer of Talath Urui,10,Valour,Complete 4 slayer deeds in Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,E,Outposts Along the Burning Plain,-,-,Find 5 outposts within Talath Urui,Seeker of Roads,,
Mordor,Talath Urui,Conquest of Gorgoroth,E,Nargroth Explorer,-,-,Explore the Caverns of Fire,Flame-rider,,
Mordor,Talath Urui,Conquest of Gorgoroth,E,The Tainted Reserves,-,-,Find 4 tainted water reserves within Talath Urui,Darkwater,,
Mordor,Talath Urui,Conquest of Gorgoroth,E,Treasure of Talath Urui,-,-,Find 12 Ancient Treasure within Talath Urui,Treasure Seeker of Talath Urui,,
Mordor,Talath Urui,Conquest of Gorgoroth,E,Rare Gorgoroth Chests of Talath Urui,-,-,Find 5 Rare Gorgoroth Chests within Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,L,Quests of Talath Urui,5,-,Complete quests within Talath Urui (50),Warrior of the Burning Plains,,
Mordor,Talath Urui,Conquest of Gorgoroth,L,Talath Urui: Continued Efforts,-,-,Complete 10 daily quests within Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,L,Foothold in Talath Urui,-,-,Complete 20 daily quests within Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,L,Foothold in Talath Urui (intermediate),5,-,Complete 40 daily quests within Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,L,Foothold in Talath Urui (advanced),5,-,Complete 90 daily quests within Talath Urui,,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Ghash-hai Slayer of Talath Urui,-,-,Defeat Ghash-hai within Talath Urui (100),,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Ghash-hai Slayer of Talath Urui (advanced),5,-,Defeat Ghash-hai within Talath Urui (200),,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Grim and Spirit-slayer of Talath Urui,-,-,Defeat Grim or Spirit within Talath Urui (100),,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Grim and Spirit-slayer of Talath Urui (advanced),5,-,Defeat Grim or Spirit within Talath Urui (200),,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Orc and Uruk-slayer of Talath Urui,-,-,Defeat Orc or Uruk-hai within Talath Urui (100),,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Orc and Uruk-slayer of Talath Urui (advanced),5,-,Defeat Orc or Uruk-hai within Talath Urui (200),,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Worm and Drake-slayer of Talath Urui,-,-,Defeat Worm or Drake within Talath Urui (100),,,
Mordor,Talath Urui,Conquest of Gorgoroth,S,Worm and Drake-slayer of Talath Urui (advanced),5,-,Defeat Worm or Drake within Talath Urui (200),,,
Mordor,Agarnaith,Conquest of Gorgoroth,M,Deeds of Agarnaith,15,-,Complete 2 meta deeds and 1 deed within Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,M,Explorer of Agarnaith,10,-,Complete 5 explorer deeds in Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,M,Slayer of Agarnaith,10,-,Complete 4 slayer deeds in Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,E,Kala-gijak Tower Climber,-,-,Climb the 8 towers of Kala-gijak,Tower-climber,,
Mordor,Agarnaith,Conquest of Gorgoroth,E,Agarnaith Pathfinder,-,-,Find 8 landmarks within Agarnaith,Pathfinder of Agarnaith,,
Mordor,Agarnaith,Conquest of Gorgoroth,E,Seregost Explorer,-,-,Find 8 points of interest within Seregost,Seregost Surveyor,,
Mordor,Agarnaith,Conquest of Gorgoroth,E,Treasure of Agarnaith,-,-,Find 12 Ancient Treasure within Agarnaith,Treasure Seeker of Agarnaith,,
Mordor,Agarnaith,Conquest of Gorgoroth,E,Rare Gorgoroth Chests of Agarnaith,-,-,Find 5 Rare Gorgoroth Chests within Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,L,Quests of Agarnaith,5,-,Complete quests within Agarnaith (40),Warrior of the Bloody Gore,,
Mordor,Agarnaith,Conquest of Gorgoroth,L,Agarnaith: Continued Efforts,-,-,Complete 10 daily quests within Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,L,Foothold in Agarnaith,-,-,Complete 20 daily quests within Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,L,Foothold in Agarnaith (intermediate),5,-,Complete 40 daily quests within Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,L,Foothold in Agarnaith (advanced),5,-,Complete 90 daily quests within Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,S,Dangerous Foes of Agarnaith,-,-,Defeat 5 Dangerous Foes within Agarnaith,,,
Mordor,Agarnaith,Conquest of Gorgoroth,S,Orc-slayer of Agarnaith,-,-,Defeat Orc within Agarnaith (60),,,
Mordor,Agarnaith,Conquest of Gorgoroth,S,Orc-slayer of Agarnaith (advanced),5,-,Defeat Orc within Agarnaith (120),,,
Mordor,Agarnaith,Conquest of Gorgoroth,S,Plague-slayer of Agarnaith,-,-,Defeat Plague within Agarnaith (100),,,
Mordor,Agarnaith,Conquest of Gorgoroth,S,Plague-slayer of Agarnaith (advanced),5,-,Defeat Plague within Agarnaith (200),,,
Mordor,Agarnaith,Conquest of Gorgoroth,S,Uruk-slayer of Agarnaith,-,-,Defeat Uruk-hai within Agarnaith (80),,,
Mordor,Agarnaith,Conquest of Gorgoroth,S,Uruk-slayer of Agarnaith (advanced),5,-,Defeat Uruk-hai within Agarnaith (160),,,
Mordor,Resource Instances,Conquest of Gorgoroth,L,Resources of Gorgoroth,-,-,Complete 15 quests within Resource Instances,,,
Mordor,Resource Instances,Conquest of Gorgoroth,L,Gathering of Resources,-,-,Complete quests within Resource Instances (20),,,
Mordor,Resource Instances,Conquest of Gorgoroth,L,Gathering of Resources (intermediate),5,-,Complete quests within Resource Instances (40),,,
Mordor,Resource Instances,Conquest of Gorgoroth,L,Gathering of Resources (advanced),5,-,Complete quests within Resource Instances (90),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Leaders of Gorgoroth,-,-,Defeat Leaders within Resource Instances (20),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Leaders of Gorgoroth (advanced),5,-,Defeat Leaders within Resource Instances (40),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies of Barad-dur,-,-,Defeat many foes within Barad-dur (200),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies of Barad-dur (advanced),5,-,Defeat many foes within Barad-dur (400),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies in Bhol Rudh,-,-,Defeat many foes within Bhol Rudh (200),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies in Bhol Rudh (advanced),5,-,Defeat many foes within Bhol Rudh (400),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies on the Burning Mountain,-,-,Defeat many foes within Burning Mountain (200),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies on the Burning Mountain (advanced),5,-,Defeat many foes within Burning Mountain (400),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies of Durthang,-,-,Defeat many foes within Durthang (200),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies of Durthang (advanced),5,-,Defeat many foes within Durthang (400),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies of Kala-murg,-,-,Defeat many foes within Kala-murg (200),,,
Mordor,Resource Instances,Conquest of Gorgoroth,S,Enemies of Kala-murg (advanced),5,-,Defeat many foes within Kala-murg (400),,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Deeds of Gorgoroth,20,Loyalty,Complete 3 meta-deeds,,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Explorer of Gorgoroth,15,-,Complete Explorer meta-deeds in each region of Mordor,Surveyor of the Plateau,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Quests of Gorgoroth,15,-,Complete 2 Quest meta-deeds in Mordor,Warrior of Mordor,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Slayer of Gorgoroth,15,-,Complete Slayer meta-deeds in each region of Mordor,Vanquisher of Gorgoroth,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,History of Gorgoroth,5,Fidelity,Complete 5 Lost Lore of Gorgoroth quests,Historian of Gorgoroth,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Quests of the Plateau,10,Compassion,Complete 5 quest deeds within Gorgoroth,Warrior of Gorgoroth,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Gorgoroth: Continued Efforts,10,Tolerance,Complete 6 Efforts deeds within Gorgoroth,Hero/Heroine of the Plateau,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Gorgoroth: Continued Foothold,10,Determination,Complete 6 Foothold deeds within Gorgoroth,Hero/Heroine of the Conquest,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Gorgoroth: Continued Skirmishes,10,Justice,Complete 6 slayer deeds within Gorgoroth ,Defender of the Conquest,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,M,Gorgoroth: Continued Conquest,15,Honesty,Complete 3 Resource meta deeds,Conqueror of Mount Doom,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,L,Aiding in the Conquest,10,Mercy,Gain top standing with 4 Conquest of Gorgoroth factions,Vanquisher of Doom,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,L,Hidden Threats of Gorgoroth,5,-,Defeat 10 Roving Threats within Plateau of Gorgoroth,,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,R,Tales of Gorgoroth [Hidden],-,-,Complete 8 quest arcs within Mordor,,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,R,Allegiances of Middle Earth,15,Honour,Gain max Allegiance standing with all 4 Allegiances,Trusted Ally,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,S,Scourges of Gorgoroth,5,-,Defeat 6 Scourges within Plateau of Gorgoroth,,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,S,Scourge-slayer of Mordor,-,-,Defeat Scourges within Plateau of Gorgoroth (25),,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,S,Scourge-slayer of Mordor (advanced),5,-,Defeat Scourges within Plateau of Gorgoroth (50),Scourge of the Last Alliance,,
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,Q,Lost Lore of Gorgoroth: Udun,,,Udun - Landscape,,107,Solo
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,Q,Lost Lore of Gorgoroth: Dor Amarth,,,Dor Amath - Landscape,,109,Solo
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,Q,Lost Lore of Gorgoroth: Lhingris,,,Lhingris - Landscape,,111,Solo
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,Q,Lost Lore of Gorgoroth: Talath Urui,,,Talath Urui - Landscape,,113,Solo
Mordor,Plateau of Gorgoroth,Conquest of Gorgoroth,Q,Lost Lore of Gorgoroth: Agarnaith,,,Agarnaith - Landscape,,115,Solo
