Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Class,Beorning,,C,Geneology of the Beorning,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Beorning,,C,Articles and Implements,-,,See Beorning Quests - 1 Class Trait Point,,45,
Class,Beorning,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Beorning,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Beorning,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Beorning,,Q,The Speech of Animals,,,Adso's Camp – Clothar Sandheaver – involves instance,,15,Solo
Class,Beorning,,Q,Hatred of Bear and Man,,,Ost Guruth – Langhar – involves instance,,30,Solo
Class,Beorning,,Q,Grimbeorn's Challenge,,,Rivendell – Sterkist,,45,Solo
Class,Beorning,,Q,-> Articles of Resilience,,,Rivendell – Sterkist,,45,Solo
Class,Beorning,,Q,-> Implements of Ferocity,,,Rivendell – Sterkist,,45,Solo
Class,Beorning,,Q,The Path Homeward,,,The Orc-watch – Vartmath,,58,Solo
Class,Burglar,,C,Class Deeds – Tier 1,-,,"Complete Hidden Dagger, Cunning Wound, and Swift and Subtle - 1 Class Trait Point",,5,
Class,Burglar,,C,Hidden Dagger,5,,Hit with attack while in stealth (300) - 100/day,,5,
Class,Burglar,,C,Cunning Wound,5,,Hit with Cunning Attack (500) - 167/day,,5,
Class,Burglar,,C,Swift and Subtle,5,,Hit with Subtle Stab (1250) - 417/day,,5,
Class,Burglar,,C,Class Deeds – Tier 2,-,,"Complete Leaf-walker, Side-step, and Perplexing Riddle - 1 Class Trait Point",,10,
Class,Burglar,,C,Leaf-walker,5,,Use Sneak (250) - 25/day,,10,
Class,Burglar,,C,Side-step,5,,Evade enemy attacks (1250) - 250/day,,10,
Class,Burglar,,C,Perplexing Riddle,5,,"Hit with ""Riddle"" skill (200) - 67/day",,10,
Class,Burglar,,C,Class Deeds – Tier 3,-,,"Complete A Thief in the Night, Cruel Odds, and Bleeding is Better - 1 Class Trait Point",,15,
Class,Burglar,,C,A Thief in the Night,-,,See Burglar Quests,,15,
Class,Burglar,,C,Cruel Odds,5,,Achieve a critical hit with any skill unlocked by a critical hit (200) - 50/day,,10,
Class,Burglar,,C,Bleeding is Better,5,,Hit with skills that apply Bleed debuff (750) - 150/day,,10,
Class,Burglar,,C,Class Deeds – Tier 4,-,,"Complete Strike from Shadows, Mass Confusion, and Trickster - 1 Class Trait Point",,20,
Class,Burglar,,C,Strike from Shadows,5,,Achieve a critical hit with skills used in stealth (400) - 80/day,,10,
Class,Burglar,,C,Mass Confusion,5,,Hit with Addle (600) - 90/day,,20,
Class,Burglar,,C,Trickster,5,,"Hit with ""Trick"" skills (1000) - 200/day",,10,
Class,Burglar,,C,Class Deeds – Tier 5,-,,"Complete A Burglar's Errand, Footpad, and Opportunist - 1 Class Trait Point",,30,
Class,Burglar,,C,A Burglar's Errand,-,,See Burglar Quests,,30,
Class,Burglar,,C,Footpad,5,,Hit successfully with Diversion (500) - 75/day,,20,
Class,Burglar,,C,Opportunist,5,,Hit with Reveal Weakness (350) - 55/day,,22,
Class,Burglar,,C,Class Deeds – Tier 6,-,,"Complete Quick Wrist, No Time for Games, and Burglarize - 1 Class Trait Point",,40,
Class,Burglar,,C,Quick Wrist,5,,Parry enemy attacks (1250) - 125/day,,30,
Class,Burglar,,C,No Time for Games,5,,"Hit with Provoke [lvl 34] or any ""Trick"" removal skill (400) - 40/day",,30,
Class,Burglar,,C,Burglarize,5,,Hit with Burgle (250) - 25/day,,30,
Class,Burglar,,C,Class Deeds – Tier 7,-,,"Complete Better and Better, Resistance is Futile, and Finish What You Started - 1 Class Trait Point",,40,
Class,Burglar,,C,Better and Better,5,,Hit with Critical Hit chain opening skills (150) - 15/day,,40,
Class,Burglar,,C,Resistance is Futile,5,,"Have ""Riddle"" or ""Trick"" removal skills resisted (75) - 15/day",,40,
Class,Burglar,,C,Finish What You Started,5,,Hit with Critical Hit chain finishing skills (150) - 15/day,,30,
Class,Burglar,,C,Class Deeds – Tier 8,-,,"Complete An Unpleasant Surprise, Insult to Injury, and On the Move - 1 Class Trait Point",,50,
Class,Burglar,,C,Unpleasant Surprise,5,,Hit with Surprise Strike (200) - 20/day,,50,
Class,Burglar,,C,Insult to Injury,5,,Achieve critical hit with a Critical Hit chain skill (200) - 20/day,,50,
Class,Burglar,,C,On the Move,5,,Use Touch and Go (35) - 5/day,,50,
Class,Burglar,,C,The Expert's Guide to Dirty Fighting,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Burglar,,C,The Book of Knives,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Burglar,,C,Knee-breaker's Manual,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Burglar,,C,Articles and Implements,-,,See Burglar Quests - 1 Class Trait Point,,45,
Class,Burglar,,C,The Path of the Mischief-maker,20,,See Burglar Quests - 1 Class Trait Point,,58,
Class,Burglar,,C,A Guide to the Quiet Knife,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Burglar,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Burglar,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Burglar,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Burglar,,Q,A Thief in the Night,,,Albra Lowbanks - The Lowbank's Estate,Thief in the Night,15,Solo
Class,Burglar,,Q,A Burglar's Errand,,,Albra Lowbanks - The Lowbank's Estate,Trickster,30,Solo
Class,Burglar,,Q,The Truest Course is Awareness,,,Sterling Proudfoot – Buckland,,45,Solo
Class,Burglar,,Q,-> Articles of Cunning,,,Sterling Proudfoot – Buckland,Evasive Artist,45,Solo
Class,Burglar,,Q,-> Implements of the Night,,,Sterling Proudfoot – Buckland,,45,Solo
Class,Burglar,,Q,A Lesson from Bilbo Baggins,,,Sterling Proudfoot – Buckland,,45,Solo
Class,Burglar,,Q,The Path of the Mischief-maker,,,Celofa – The Shadowed Refuge,,58,Solo
Class,Burglar,,Q,-> A Bag of Tricks,,,Celofa – The Shadowed Refuge,,58,Solo
Class,Burglar,,Q,-> Tracking Treasure,,,Celofa – The Shadowed Refuge,,58,Solo
Class,Burglar,,Q,-> A Startling Twist,,,Celofa – The Shadowed Refuge,,58,Solo
Class,Burglar,,Q,-> A Confounding Riddle,,,Celofa – The Shadowed Refuge – involves The Sixteenth Hall,Mischief-maker,58,Fellow
Class,Captain,,C,Class Deeds - Tier 1,-,,"Complete Renewed Voice, Devastation, and Absolute Certainty - 1 Class Trait Point",,5,
Class,Captain,,C,Renewed Voice,5,,Hit with Battle-shout (650) - 225/day,,5,
Class,Captain,,C,Devastation,5,,Achieve critical hit or devastating hit with Devastating Blow (250) - 85/day,,5,
Class,Captain,,C,With Absolute Certainty,5,,Hit with Sure Strike (300) - 100/day,,5,
Class,Captain,,C,Class Deeds - Tier 2,-,,"Complete A Sense of Urgency, A Call to Arms, and Fear No Darkness - 1 Class Trait Point",,10,
Class,Captain,,C,A Sense of Urgency,5,,Use Make Haste (500) - 165/day,,8,
Class,Captain,,C,A Call to Arms,5,,Summon Herald ally (60) - 30/day,,10,
Class,Captain,,C,Fear No Darkness,5,,Use Words of Courage (500) - 100/day,,14,
Class,Captain,,C,Class Deeds - Tier 3,-,,"Complete An Inspiration to Men, Valour, and Strong Voice - 1 Class Trait Point",,15,
Class,Captain,,C,An Inspiration to Men,-,,See Captain Quests,,15,
Class,Captain,,C,Valour,5,,Achieve critical heal with Words of Courage or Rallying Cry (250) - 25/day,,10,
Class,Captain,,C,Strong Voice,5,,Use Muster Courage (200) - 50/day,,16,
Class,Captain,,C,Class Deeds - Tier 4,-,,"Complete Improved Rallying Cry, Expert Attacks, and Brother in Arms - 1 Class Trait Point",,20,
Class,Captain,,C,Improved Routing Cry,5,,Hit with Routing Cry (750) - 100/day,,20,
Class,Captain,,C,Expert Attacks,5,,Achieve critical hit with Devastating Blow (100) - 15/day,,20,
Class,Captain,,C,Brother in Arms,5,,"Use Shield-brother, Song-brother, or Blade-brother (60) - 10/day",,20,
Class,Captain,,C,Class Deeds - Tier 5,-,,"Complete A Captain's Standard, Now for Wrath, and Quick Wrist - 1 Class Trait Point",,30,
Class,Captain,,C,A Captain's Standard,-,,See Captain Quests,,30,
Class,Captain,,C,Now for Wrath,5,,Use Rallying Cry (600) - 60/day,,30,
Class,Captain,,C,Quick Wrist,5,,Parry enemy attacks (500) - no cap,,20,
Class,Captain,,C,Class Deeds - Tier 6,-,,"Complete A Captain's Victory, In Darkest Days, and Inspire Valour - 1 Class Trait Point",,40,
Class,Captain,,C,A Captain's Victory,5,,Use Brother's Call (60) - Tier 5 Set Bonus - 15/day,,45,
Class,Captain,,C,In Darkest Days,5,,Achieve critical hit or devastating hit with Blade of Elendil (300) - 30/day,,30,
Class,Captain,,C,Inspire Valour,5,,Achieve critical hit or devastating hit with Valiant Strike or Inspire (100) - 10/day,,30,
Class,Captain,,C,Class Deeds - Tier 7,-,,"Complete Tactical Prowess, Deeds Before Words, and Never in Doubt - 1 Class Trait Point",,40,
Class,Captain,,C,Tactical Prowess,5,,Use To Arms (300) - 30/day,,40,
Class,Captain,,C,Deeds Before Words,5,,Hit with Inspire (1000) - 100/day,,50,
Class,Captain,,C,Never in Doubt,5,,Achieve critical hit with Sure Strike (350) - 35/day,,40,
Class,Captain,,C,Class Deeds - Tier 8,-,,"Complete Adherent of Elendil, Grave Digger, and Precise Ally - 1 Class Trait Point",,50,
Class,Captain,,C,Adherent of Elendil,5,,Hit with Blade of Elendil (350) - 35/day,,50,
Class,Captain,,C,Grave Digger,5,,Hit with Grave Wound (50) - 5/day,,50,
Class,Captain,,C,Precise Ally,5,,Summon Archer Herald (100) - 10/day,,50,
Class,Captain,,C,The Candle's Flame,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Captain,,C,The Book of Oaths,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Captain,,C,Treatise of Valour,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Captain,,C,Articles and Implements,-,,See Captain Quests - 1 Class Trait Point,,45,
Class,Captain,,C,The Path of the Healing Hands,20,,See Captain Quests - 1 Class Trait Point,,58,
Class,Captain,,C,The Master of the Charge,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Captain,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Captain,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Captain,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Captain,,Q,An Inspiration to Men,,,Dawn Appledore - Bree Jail,Inspiration to Men,15,Solo
Class,Captain,,Q,A Captain's Standard,,,Dawn Appledore - Bree Jail,Oath-keeper,30,Solo
Class,Captain,,Q,The Noblest Path is Service,,,Dawn Stockard - Archet,,45,Solo
Class,Captain,,Q,-> Articles of Command,,,Dawn Stockard - Archet,Defender of Middle-earth,45,Solo
Class,Captain,,Q,-> Implements of War,,,Dawn Stockard - Archet,,45,Solo
Class,Captain,,Q,A Lesson from Boromir,,,Dawn Stockard - Archet,,45,Solo
Class,Captain,,Q,The Path of the Healing Hands,,,Garnyd - Anazarmekhem,,58,Solo
Class,Captain,,Q,-> A Cry of Vengeance,,,Garnyd - Anazarmekhem,,58,Solo
Class,Captain,,Q,-> Rallying Cry,,,Garnyd - Anazarmekhem,,58,Solo
Class,Captain,,Q,-> Routing Cry,,,Garnyd - Anazarmekhem,,58,Solo
Class,Captain,,Q,-> In Harm's Way,,,Garnyd - Anazarmekhem - involves Fil Gashan,Healer of Men,58,Fellow
Class,Champion,,C,Class Deeds - Tier 1,-,,"Complete Swift to Anger, All in All, and Deadly Strikes - 1 Class Trait Point",,5,
Class,Champion,,C,Swift to Anger,5,,Hit with Swift Strike (1000) - 350/day,,5,
Class,Champion,,C,All in All,5,,Hit with Blade Wall (750) - 75/day,,5,
Class,Champion,,C,Deadly Strikes,5,,Hit with Savage Strikes (500) - 165/day,,5,
Class,Champion,,C,Class Deeds - Tier 2,-,,"Complete Winds of the Storm, Rip to Shreds, and Wild Thing - 1 Class Trait Point",,10,
Class,Champion,,C,Winds of the Storm,5,,"Hit with Blade Storm, Remorseless Strike, or use Sudden Defense (50) - no cap",,10,
Class,Champion,,C,Rip to Shreds,5,,"Hit with Rend, Brutal Strikes, or Bracing Attack (250) - 50/day",,10,
Class,Champion,,C,Wild Thing,5,,Achieve critical hit with Wild Attack (50) - 10/day,,10,
Class,Champion,,C,Class Deeds - Tier 3,-,,"Complete A Blade of Renown, Call of the Wild, and A Challenge Accepted - 1 Class Trait Point",,15,
Class,Champion,,C,A Blade of Renown,-,,See Champion Quests,,15,
Class,Champion,,C,Call of the Wild,5,,Hit with Wild Attack (1250) - 250/day,,10,
Class,Champion,,C,A Challenge Accepted,5,,Hit with Champion's Challenge (400) - 80/day,,10,
Class,Champion,,C,Class Deeds - Tier 4,-,,"Complete Flashing Blade, Deep Strikes, and At the Ready - 1 Class Trait Point",,20,
Class,Champion,,C,Flashing Blade,5,,Achieve critical hit with Blade Wall (500) - 80/day,,20,
Class,Champion,,C,Deep Strikes,5,,"Achieve critical hit with Rend, Brutal Strikes, or Bracing Attack (400) - 150/day",,20,
Class,Champion,,C,At the Ready,5,,"Use Ebbing Ire, Battle Frenzy, or Second Wind (100) - no cap",,20,
Class,Champion,,C,Class Deeds - Tier 5,-,,"Complete A Champion's Courage, Raging Storm, and No Surrender - 1 Class Trait Point",,30,
Class,Champion,,C,A Champion's Courage,-,,See Champion Quests,,30,
Class,Champion,,C,Raging Storm,5,,"Achieve critical hit with Blade Storm, Remorseless Strike, or Raging Blade (50) - 5/day",,30,
Class,Champion,,C,No Surrender,5,,Use Fight On (450) - 45/day,,30,
Class,Champion,,C,Class Deeds - Tier 6,-,,"Complete Time of Need, Clobbered, and Athletic - 1 Class Trait Point",,40,
Class,Champion,,C,Time of Need,5,,"Use Dire Need, Great Cleave, or Controlled Burn (150) - 15/day",,30,
Class,Champion,,C,Clobbered,5,,Hit with Clobber (500) - 50/day,,30,
Class,Champion,,C,Athletic,5,,Use Sprint (150) - 15/day,,40,
Class,Champion,,C,Class Deeds - Tier 7,-,,"Complete Battle Acumen, Heroic Resolve, and Tight Grip - 1 Class Trait Point",,40,
Class,Champion,,C,Battle Acumen,5,,"Use Champion's Duel, or hit with Fury of Blades or Unbreakable (300) - 30/day",,45,
Class,Champion,,C,Heroic Resolve,5,,Use True Heroics (50) - 5/day,,40,
Class,Champion,,C,Tight Grip,5,,Hit with Ferocious Strikes or Horn of Champions (200) - 20/day,,40,
Class,Champion,,C,Class Deeds - Tier 8,-,,"Complete Mighty Blast, Always in Control, and Bountiful Mercy - 1 Class Trait Point",,50,
Class,Champion,,C,Mighty Blast,5,,Hit with Horn of Gondor (500) - 50/day,,50,
Class,Champion,,C,Always in Control,5,,"Hit with Devastating Strikes, or Use Exchange of Blows or Adamant (75) - 10/day",,50,
Class,Champion,,C,Bountiful Mercy,5,,Hit with Merciful Strike (350) - 35/day,,50,
Class,Champion,,C,The Artisan's Blade,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Champion,,C,The Tome of Swords,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Champion,,C,The Joy of Battle,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Champion,,C,Articles and Implements,-,,See Champion Quests - 1 Class Trait Point,,45,
Class,Champion,,C,The Path of the Martial Champion,20,,See Champion Quests - 1 Class Trait Point,,58,
Class,Champion,,C,The Boiling Rage,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Champion,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Champion,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Champion,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Champion,,Q,A Blade of Renown,,,Oggur - Bree Jail,Blade of Renown,15,Solo
Class,Champion,,Q,A Champion's Courage,,,Oggur - Bree Jail,Martial Artist,30,Solo
Class,Champion,,Q,The Boldest Path is Discipline,,,Gwesgylliel - Lin Giliath,,45,Solo
Class,Champion,,Q,-> Articles of Valour,,,Gwesgylliel - Lin Giliath,Raging Frenzy,45,Solo
Class,Champion,,Q,-> Implements of Daring,,,Gwesgylliel - Lin Giliath,,45,Solo
Class,Champion,,Q,A Lesson from Gimli,,,Gwesgylliel - Lin Giliath,,45,Solo
Class,Champion,,Q,The Path of the Martial Champion,,,Valthor - The Shadowed Refuge,,58,Solo
Class,Champion,,Q,-> Controlled Burn,,,Valthor - The Shadowed Refuge,,58,Solo
Class,Champion,,Q,-> Getting Stong Now / Boast,,,Valthor - The Shadowed Refuge,,58,Solo
Class,Champion,,Q,-> Glory,,,Valthor - The Shadowed Refuge,,58,Solo
Class,Champion,,Q,-> Heroics,,,Valthor - The Shadowed Refuge - involves Skumfil,Invincible,58,Fellow
Class,Guardian,,C,Class Deeds - Tier 1,-,,"Complete Stinging Blow, Shield Expertise, and Reactive Block - 1 Class Trait Point",,5,
Class,Guardian,,C,Stinging Blow,5,,Hit with Sting (750) - 250/day,,5,
Class,Guardian,,C,Shield Expertise,5,,Hit with Shield-blow (1500) - 500/day,,26,
Class,Guardian,,C,Reactive Block,5,,Hit with Shield-swipe (400) - 140/day,,5,
Class,Guardian,,C,Class Deeds - Tier 2,-,,"Complete Controlled Breathing, Guardian's Ward, and Retaliatory Strike - 1 Class Trait Point",,10,
Class,Guardian,,C,Controlled Breathing,5,,Use Catch a Breath (250) - 50/day,,30,
Class,Guardian,,C,Guardian's Ward,5,,Hit with Guardian's Ward (1200) - 400/day,,5,
Class,Guardian,,C,Retaliatory Strike,5,,Hit with Retaliation (800) - 160/day,,10,
Class,Guardian,,C,Class Deeds - Tier 3,-,,"Complete A Shield Against Adversity, Swept Away, and To the Rescue - 1 Class Trait Point",,15,
Class,Guardian,,C,A Shield Against Adversity,-,,See Guardian Quests,,15,
Class,Guardian,,C,Swept Away,5,,Hit with Sweeping Cut (100) - 20/day,,10,
Class,Guardian,,C,To the Rescue,5,,Evade enemy attacks (1000) - 200/day,,10,
Class,Guardian,,C,Class Deeds - Tier 4,-,,"Complete Heat of Battle, Phantom Pain, and Grim Challenge - 1 Class Trait Point",,20,
Class,Guardian,,C,Heat of Battle,5,,"Hit with Thrill of Danger, Overwhelm, or Litany of Defiance (125) - 13/day",,20,
Class,Guardian,,C,Phantom Pain,5,,Use Ignore Pain (350) - 35/day,,20,
Class,Guardian,,C,Grim Challenge,5,,"Hit with Challenge, Fray the Edge, or Engage (300) - 50/day",,20,
Class,Guardian,,C,Class Deeds - Tier 5,-,,"Complete A Guardian's Duty, Quickness, and First Line of Defense - 1 Class Trait Point",,30,
Class,Guardian,,C,A Guardian's Duty,-,,See Guardian Quests,,30,
Class,Guardian,,C,Quickness,5,,Hit with Sting (1500) - 300/day,,20,
Class,Guardian,,C,First Line of Defense,5,,Use Charge (30) - 3/day,,30,
Class,Guardian,,C,Class Deeds - Tier 6,-,,"Complete Brave Heart, Quick Wrist, and The Best Defense - 1 Class Trait Point",,40,
Class,Guardian,,C,Brave Heart,5,,Use Warrior's Heart (150) - no cap,,32,
Class,Guardian,,C,Quick Wrist,5,,Parry enemy attacks (350) - 200/day,,40,
Class,Guardian,,C,The Best Defense,5,,"Hit with War Chant, Thrust, or Smashing Stab (200) -50/day",,40,
Class,Guardian,,C,Class Deeds - Tier 7,-,,"Complete Blocking Force, Never Bashful, and Quick of Foot - 1 Class Trait Point",,40,
Class,Guardian,,C,Blocking Force,5,,Block enemy attacks (1000) - 200/day,,40,
Class,Guardian,,C,Never Bashful,5,,Hit with Bash (500) - 50/day,,40,
Class,Guardian,,C,Quick of Foot,5,,Hit with Stamp (300) - 30/day,,40,
Class,Guardian,,C,Class Deeds - Tier 8,-,,"Complete Final Straw, Stoic, and Hit Where it Hurts - 1 Class Trait Point",,50,
Class,Guardian,,C,Final Straw,5,,"Hit with Hammer Down, Juggernaut, or Cataclysmic Shout (1000) – 120/day",,50,
Class,Guardian,,C,Stoic,5,,"Use Guardian's Pledge, Protection, or Protection by the Sword (200) – 30/day",,50,
Class,Guardian,,C,Hit Where it Hurts,5,,Hit with Stagger (1000) - 100/day,,50,
Class,Guardian,,C,A Shield Maiden's Song,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Guardian,,C,The Best Defense,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Guardian,,C,The Final Word,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Guardian,,C,Articles and Implements,-,,See Guardian Quests - 1 Class Trait Point,,45,
Class,Guardian,,C,The Path of Freedom's Defender,20,,See Guardian Quests - 1 Class Trait Point,,58,
Class,Guardian,,C,A Keen Blade,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Guardian,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Guardian,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Guardian,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Guardian,,Q,A Shield Against Adversity,,,Trali - Bree Jail,Shield Against Adversity,15,Solo
Class,Guardian,,Q,A Guardian's Duty,,,Trali - Bree Jail,Stalwart Defender,30,Solo
Class,Guardian,,Q,The Bravest Deed is Selfless,,,Wali - Noglond,,45,Solo
Class,Guardian,,Q,-> Articles of Fortitude,,,Wali - Noglond,King's Justice,45,Solo
Class,Guardian,,Q,-> Implements of Battle,,,Wali - Noglond,,45,Solo
Class,Guardian,,Q,A Lesson from Samwise Gamgee,,,Wali - Noglond,,45,Solo
Class,Guardian,,Q,The Path of the Defender of the Free,,,Dithrik - The Shadowed Refuge,,58,Solo
Class,Guardian,,Q,-> Thrill of Danger,,,Dithrik - The Shadowed Refuge,,58,Solo
Class,Guardian,,Q,-> Litany of Defiance,,,Dithrik - The Shadowed Refuge,,58,Solo
Class,Guardian,,Q,-> Salt the Wound,,,Dithrik - The Shadowed Refuge,,58,Solo
Class,Guardian,,Q,-> Challenge the Darkness,,,Dithrik - The Shadowed Refuge - involves Dark Delvings,Shield Master,58,Fellow
Class,Hunter,,C,Class Deeds - Tier 1,-,,"Complete Quick as the Wind, Sturdy Traps, and Blindsided - 1 Class Trait Point",,5,
Class,Hunter,,C,Quick as the Wind,5,,Hit with Quick Shot (750) - 250/day,,5,
Class,Hunter,,C,Sturdy Traps,5,,Use Set Trap or Triple Trap (350) - 120/day,,5,
Class,Hunter,,C,Blindsided,5,,Hit with Blindside (500) - 165/day,,5,
Class,Hunter,,C,Class Deeds - Tier 2,-,,"Complete Strong Draw, Combat Traps, and Heightened Senses - 1 Class Trait Point",,10,
Class,Hunter,,C,Strong Draw,5,,Hit with Penetrating Shot (600) - 120/day,,10,
Class,Hunter,,C,Combat Traps,5,,Use Trip Wire (100) - 20/day,,10,
Class,Hunter,,C,Heightened Senses,5,,"Use ""Tracking"" skills (500) - 100/day",,10,
Class,Hunter,,C,Class Deeds - Tier 3,-,,"Complete The Hunter's Path, Focused and Ready, and Swift and Sharp - 1 Class Trait Point",,15,
Class,Hunter,,C,The Hunter's Path,-,,See Hunter Quests,,15,
Class,Hunter,,C,Focused and Ready,5,,Use Focus (500) - 100/day,,10,
