Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Instances In Their Absence,Ost Dunhoth,,L,Leader of the Pack,-,-,Overcome wounds by progressing quickly,,,
Instances In Their Absence,Ost Dunhoth,,L,Face Your Fears,-,-,No one should turn their backs while overcoming fear,,,
Instances In Their Absence,Ost Dunhoth,,L,Toes in the Water,-,-,Fully utilize places of safety while overcoming poison,,,
Instances In Their Absence,Ost Dunhoth,,L,Sticky Sap,-,-,Do not change sap colors while overcoming disease,,,
Instances In Their Absence,Ost Dunhoth,,L,Corrupted Champions,-,-,Defeat Ivar's Champions without removing corruptions,,,
Instances In Their Absence,Ost Dunhoth,,L,The Power of Gortheron,-,-,Defeat Gortheron at his most powerful,,,
Instances In Their Absence,Ost Dunhoth,,S,Ivar's Champion,-,-,Defeat Ivar and his champions in every possible order [see wiki page],Ivar's Champion,,
Instances In Their Absence,Ost Dunhoth,,Q,Challenge: Leader of the Pack,,,Auto bestowed – Tier 2,,Cap,Raid
Instances In Their Absence,Ost Dunhoth,,Q,Challenge: Face Your Fears,,,Auto bestowed – Tier 2,,Cap,Raid
Instances In Their Absence,Ost Dunhoth,,Q,Challenge: Toes in the Water,,,Auto bestowed – Tier 2,,Cap,Raid
Instances In Their Absence,Ost Dunhoth,,Q,Challenge: Sticky Sap,,,Auto bestowed – Tier 2,,Cap,Raid
Instances In Their Absence,Ost Dunhoth,,Q,Challenge: Corrupted Champions,,,Auto bestowed – Tier 2,,Cap,Raid
Instances In Their Absence,Ost Dunhoth,,Q,Challenge: The Power of Gortheron,,,Auto bestowed – Tier 2,,Cap,Raid
Instances In Their Absence,Ost Dunhoth,,Q,"In Their Absence, Chapter 14",,,Ost Dunhoth – Tugonn,,65,Raid
Instances In Their Absence,Ost Dunhoth,,Q,"In Their Absence, Chapter 15",,,Ost Dunhoth – Tugonn,,65,Raid
Instances In Their Absence,Meta Deeds and Summary,,L,Mysterious Relics,-,-,Find 5 Mysterious Relics in Eriador,Calm Before the Storm,,
Instances In Their Absence,Meta Deeds and Summary,,M,In Your Presence,20,-,Complete 6 deeds within In Thier Absence,,,
